Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
10/01/2023 11:28:55 PM,"784","66.8","67","998"
10/01/2023 11:30:55 PM,"788","66.8","67","998"
10/01/2023 11:32:55 PM,"776","66.8","67","998"
10/01/2023 11:34:55 PM,"784","66.8","67","998"
10/01/2023 11:36:55 PM,"777","66.8","67","998"
10/01/2023 11:38:55 PM,"775","66.8","67","998"
10/01/2023 11:40:55 PM,"782","66.9","67","998"
10/01/2023 11:42:55 PM,"773","66.8","67","997"
10/01/2023 11:44:55 PM,"770","66.9","67","997"
10/01/2023 11:46:55 PM,"774","66.9","67","997"
10/01/2023 11:48:55 PM,"770","66.9","67","997"
10/01/2023 11:50:55 PM,"772","66.9","67","997"
10/01/2023 11:52:55 PM,"771","66.9","67","997"
10/01/2023 11:54:55 PM,"780","66.9","67","997"
10/01/2023 11:56:55 PM,"760","66.9","67","997"
10/01/2023 11:58:55 PM,"764","66.9","67","997"
11/01/2023 12:00:55 AM,"750","66.9","67","997"
11/01/2023 12:02:55 AM,"765","66.9","67","997"
11/01/2023 12:04:55 AM,"759","66.9","67","997"
11/01/2023 12:06:48 AM,"763","66.9","67","997"
11/01/2023 12:08:48 AM,"739","66.9","67","997"
11/01/2023 12:10:48 AM,"762","66.9","67","997"
11/01/2023 12:12:48 AM,"753","66.9","67","997"
11/01/2023 12:14:48 AM,"758","66.9","67","997"
11/01/2023 12:16:48 AM,"741","66.9","67","997"
11/01/2023 12:18:48 AM,"746","66.9","67","997"
11/01/2023 12:20:48 AM,"753","66.9","67","997"
11/01/2023 12:22:48 AM,"746","66.9","67","997"
11/01/2023 12:24:48 AM,"737","66.9","67","997"
11/01/2023 12:26:48 AM,"741","66.8","67","997"
11/01/2023 12:28:48 AM,"740","66.8","67","997"
11/01/2023 12:30:48 AM,"731","66.8","67","997"
11/01/2023 12:32:48 AM,"730","66.8","67","996"
11/01/2023 12:34:48 AM,"741","66.8","67","997"
11/01/2023 12:36:48 AM,"726","66.8","67","997"
11/01/2023 12:38:48 AM,"733","66.8","67","997"
11/01/2023 12:40:48 AM,"725","66.8","67","996"
11/01/2023 12:42:48 AM,"732","66.8","67","997"
11/01/2023 12:44:48 AM,"738","66.8","67","996"
11/01/2023 12:46:48 AM,"723","66.8","67","997"
11/01/2023 12:48:48 AM,"722","66.7","67","997"
11/01/2023 12:50:48 AM,"725","66.7","67","997"
11/01/2023 12:52:48 AM,"723","66.7","67","997"
11/01/2023 12:54:48 AM,"723","66.7","67","997"
11/01/2023 12:56:48 AM,"719","66.7","67","997"
11/01/2023 12:58:48 AM,"715","66.7","67","997"
11/01/2023 1:00:48 AM,"723","66.7","67","997"
11/01/2023 1:02:48 AM,"704","66.7","67","997"
11/01/2023 1:04:48 AM,"722","66.7","67","997"
11/01/2023 1:06:48 AM,"723","66.7","67","997"
11/01/2023 1:08:48 AM,"707","66.6","67","997"
11/01/2023 1:10:48 AM,"710","66.7","67","997"
11/01/2023 1:12:48 AM,"711","66.6","67","997"
11/01/2023 1:14:48 AM,"700","66.6","67","997"
11/01/2023 1:16:48 AM,"698","66.6","67","997"
11/01/2023 1:18:48 AM,"726","66.5","67","997"
11/01/2023 1:20:48 AM,"696","66.5","67","997"
11/01/2023 1:22:48 AM,"710","66.5","67","997"
11/01/2023 1:24:48 AM,"690","66.5","67","997"
11/01/2023 1:26:48 AM,"680","66.5","67","997"
11/01/2023 1:28:48 AM,"673","66.4","67","997"
11/01/2023 1:30:48 AM,"674","66.4","67","997"
11/01/2023 1:32:48 AM,"690","66.4","67","997"
11/01/2023 1:34:48 AM,"691","66.3","67","997"
11/01/2023 1:36:48 AM,"683","66.3","67","997"
11/01/2023 1:38:48 AM,"675","66.3","67","997"
11/01/2023 1:40:48 AM,"681","66.3","67","997"
11/01/2023 1:42:48 AM,"680","66.3","67","997"
11/01/2023 1:44:48 AM,"678","66.3","67","997"
11/01/2023 1:46:48 AM,"686","66.2","67","997"
11/01/2023 1:48:48 AM,"686","66.1","67","997"
11/01/2023 1:50:48 AM,"668","66.1","67","997"
11/01/2023 1:52:48 AM,"681","66.1","67","997"
11/01/2023 1:54:48 AM,"681","66.1","67","997"
11/01/2023 1:56:48 AM,"667","66.0","67","997"
11/01/2023 1:58:48 AM,"647","66.0","67","997"
11/01/2023 2:00:48 AM,"674","66.1","67","997"
11/01/2023 2:02:48 AM,"662","66.0","67","997"
11/01/2023 2:04:48 AM,"657","66.0","67","997"
11/01/2023 2:06:48 AM,"664","65.9","67","997"
11/01/2023 2:08:48 AM,"664","65.9","67","997"
11/01/2023 2:10:48 AM,"650","65.8","67","997"
11/01/2023 2:12:48 AM,"653","65.8","67","997"
11/01/2023 2:14:48 AM,"656","65.8","67","997"
11/01/2023 2:16:48 AM,"656","65.8","67","997"
11/01/2023 2:18:48 AM,"651","65.8","67","997"
11/01/2023 2:20:48 AM,"656","65.8","67","997"
11/01/2023 2:22:48 AM,"658","65.8","67","997"
11/01/2023 2:24:48 AM,"654","65.7","67","997"
11/01/2023 2:26:48 AM,"659","65.6","67","997"
11/01/2023 2:28:48 AM,"664","65.7","67","997"
11/01/2023 2:30:48 AM,"630","65.6","67","997"
11/01/2023 2:32:48 AM,"653","65.6","67","997"
11/01/2023 2:34:48 AM,"654","65.6","67","997"
11/01/2023 2:36:48 AM,"656","65.5","67","997"
11/01/2023 2:38:48 AM,"657","65.5","67","997"
11/01/2023 2:40:48 AM,"645","65.4","67","997"
11/01/2023 2:42:48 AM,"646","65.4","67","997"
11/01/2023 2:44:48 AM,"647","65.3","67","997"
11/01/2023 2:46:48 AM,"651","65.3","67","997"
11/01/2023 2:48:48 AM,"641","65.3","67","997"
11/01/2023 2:50:48 AM,"648","65.3","67","997"
11/01/2023 2:52:48 AM,"645","65.2","67","997"
11/01/2023 2:54:48 AM,"657","65.2","67","997"
11/01/2023 2:56:48 AM,"637","65.1","67","997"
11/01/2023 2:58:48 AM,"627","65.1","67","997"
11/01/2023 3:00:48 AM,"635","65.1","67","997"
11/01/2023 3:02:48 AM,"647","65.1","67","997"
11/01/2023 3:04:48 AM,"623","65.0","67","997"
11/01/2023 3:06:48 AM,"634","65.0","67","997"
11/01/2023 3:08:48 AM,"644","65.0","67","997"
11/01/2023 3:10:48 AM,"637","65.0","67","997"
11/01/2023 3:12:48 AM,"624","64.9","67","997"
11/01/2023 3:14:48 AM,"640","64.9","67","997"
11/01/2023 3:16:48 AM,"631","64.8","67","997"
11/01/2023 3:18:48 AM,"634","64.8","67","997"
11/01/2023 3:20:48 AM,"629","64.8","67","997"
11/01/2023 3:22:48 AM,"622","64.8","67","997"
11/01/2023 3:24:48 AM,"617","64.8","67","997"
11/01/2023 3:26:48 AM,"624","64.8","67","997"
11/01/2023 3:28:48 AM,"628","64.7","67","997"
11/01/2023 3:30:48 AM,"625","64.7","67","997"
11/01/2023 3:32:48 AM,"622","64.7","67","997"
11/01/2023 3:34:48 AM,"621","64.7","67","997"
11/01/2023 3:36:48 AM,"620","64.7","67","997"
11/01/2023 3:38:48 AM,"633","64.7","67","997"
11/01/2023 3:40:48 AM,"607","64.6","67","997"
11/01/2023 3:42:48 AM,"612","64.5","67","997"
11/01/2023 3:44:48 AM,"620","64.5","67","997"
11/01/2023 3:46:48 AM,"606","64.6","67","997"
11/01/2023 3:48:48 AM,"616","64.5","67","997"
11/01/2023 3:50:48 AM,"606","64.5","67","997"
11/01/2023 3:52:48 AM,"602","64.5","67","997"
11/01/2023 3:54:48 AM,"604","64.4","67","997"
11/01/2023 3:56:48 AM,"595","64.4","67","997"
11/01/2023 3:58:48 AM,"597","64.4","67","997"
11/01/2023 4:00:48 AM,"605","64.4","67","997"
11/01/2023 4:02:48 AM,"611","64.3","67","997"
11/01/2023 4:04:48 AM,"614","64.3","67","997"
11/01/2023 4:06:48 AM,"618","64.3","67","997"
11/01/2023 4:08:48 AM,"612","64.3","67","997"
11/01/2023 4:10:48 AM,"598","64.3","67","997"
11/01/2023 4:12:48 AM,"600","64.2","67","997"
11/01/2023 4:14:48 AM,"602","64.2","67","997"
11/01/2023 4:16:48 AM,"614","64.2","67","997"
11/01/2023 4:18:48 AM,"592","64.1","67","997"
11/01/2023 4:20:48 AM,"602","64.1","67","997"
11/01/2023 4:22:48 AM,"597","64.1","67","997"
11/01/2023 4:24:48 AM,"616","64.1","67","997"
11/01/2023 4:26:48 AM,"594","64.0","67","997"
11/01/2023 4:28:48 AM,"598","64.0","67","997"
11/01/2023 4:30:48 AM,"601","64.1","67","997"
11/01/2023 4:32:48 AM,"602","64.0","67","997"
11/01/2023 4:34:48 AM,"592","64.0","67","997"
11/01/2023 4:36:48 AM,"606","64.0","67","997"
11/01/2023 4:38:48 AM,"592","64.0","67","997"
11/01/2023 4:40:48 AM,"595","64.0","67","997"
11/01/2023 4:42:48 AM,"589","64.0","67","997"
11/01/2023 4:44:48 AM,"597","64.0","67","997"
11/01/2023 4:46:48 AM,"598","64.0","67","997"
11/01/2023 4:48:48 AM,"589","63.9","67","997"
11/01/2023 4:50:48 AM,"596","63.9","67","997"
11/01/2023 4:52:48 AM,"591","63.9","67","997"
11/01/2023 4:54:48 AM,"596","63.9","67","997"
11/01/2023 4:56:48 AM,"593","63.8","67","997"
11/01/2023 4:58:48 AM,"590","63.9","67","997"
11/01/2023 5:00:48 AM,"586","63.8","67","997"
11/01/2023 5:02:48 AM,"592","63.8","67","997"
11/01/2023 5:04:48 AM,"585","63.8","67","997"
11/01/2023 5:06:48 AM,"581","63.8","67","997"
11/01/2023 5:08:48 AM,"582","63.7","67","997"
11/01/2023 5:10:48 AM,"587","63.7","67","997"
11/01/2023 5:12:48 AM,"590","63.7","67","997"
11/01/2023 5:14:48 AM,"579","63.7","67","997"
11/01/2023 5:16:48 AM,"581","63.7","67","997"
11/01/2023 5:18:48 AM,"581","63.7","67","997"
11/01/2023 5:20:48 AM,"587","63.6","67","997"
11/01/2023 5:22:48 AM,"587","63.7","67","997"
11/01/2023 5:24:48 AM,"586","63.6","67","997"
11/01/2023 5:26:48 AM,"593","63.6","67","997"
11/01/2023 5:28:48 AM,"581","63.6","67","997"
11/01/2023 5:30:48 AM,"579","63.5","67","997"
11/01/2023 5:32:48 AM,"578","63.6","67","997"
11/01/2023 5:34:48 AM,"580","63.6","67","997"
11/01/2023 5:36:48 AM,"587","63.5","67","997"
11/01/2023 5:38:48 AM,"589","63.5","67","997"
11/01/2023 5:40:48 AM,"585","63.5","67","996"
11/01/2023 5:42:48 AM,"600","63.5","67","996"
11/01/2023 5:44:48 AM,"569","63.5","67","996"
11/01/2023 5:46:48 AM,"584","63.5","67","996"
11/01/2023 5:48:48 AM,"584","63.5","67","996"
11/01/2023 5:50:48 AM,"594","63.4","67","996"
11/01/2023 5:52:48 AM,"580","63.4","67","996"
11/01/2023 5:54:48 AM,"555","63.4","67","996"
11/01/2023 5:56:48 AM,"585","63.4","67","996"
11/01/2023 5:58:48 AM,"571","63.4","67","996"
11/01/2023 6:00:48 AM,"575","63.4","67","996"
11/01/2023 6:02:48 AM,"578","63.4","67","996"
11/01/2023 6:04:48 AM,"586","63.4","67","996"
11/01/2023 6:06:48 AM,"589","63.4","67","996"
11/01/2023 6:08:48 AM,"581","63.4","67","996"
11/01/2023 6:10:48 AM,"579","63.4","67","996"
11/01/2023 6:12:48 AM,"595","63.4","67","996"
11/01/2023 6:14:48 AM,"598","63.4","67","996"
11/01/2023 6:16:48 AM,"586","63.4","67","996"
11/01/2023 6:18:48 AM,"590","63.4","67","996"
11/01/2023 6:20:48 AM,"589","63.4","67","996"
11/01/2023 6:22:48 AM,"599","63.4","67","996"
11/01/2023 6:24:48 AM,"592","63.4","67","996"
11/01/2023 6:26:48 AM,"599","63.4","67","996"
11/01/2023 6:28:48 AM,"593","63.5","67","996"
11/01/2023 6:30:48 AM,"595","63.5","67","996"
11/01/2023 6:32:48 AM,"591","63.5","67","996"
11/01/2023 6:34:48 AM,"592","63.6","67","996"
11/01/2023 6:36:48 AM,"604","63.6","67","996"
11/01/2023 6:38:48 AM,"599","63.6","67","996"
11/01/2023 6:40:48 AM,"607","63.6","67","996"
11/01/2023 6:42:48 AM,"599","63.7","67","996"
11/01/2023 6:44:48 AM,"598","63.7","67","996"
11/01/2023 6:46:48 AM,"606","63.8","67","996"
11/01/2023 6:48:48 AM,"600","63.8","67","996"
11/01/2023 6:50:48 AM,"594","63.8","67","996"
11/01/2023 6:52:48 AM,"594","63.9","67","996"
11/01/2023 6:54:48 AM,"624","63.9","67","996"
11/01/2023 6:56:48 AM,"597","63.9","67","996"
11/01/2023 6:58:48 AM,"611","64.0","67","996"
11/01/2023 7:00:48 AM,"610","64.0","67","996"
11/01/2023 7:02:48 AM,"611","64.0","67","996"
11/01/2023 7:04:48 AM,"611","64.0","67","996"
11/01/2023 7:06:48 AM,"611","64.0","67","996"
11/01/2023 7:08:48 AM,"614","64.1","67","996"
11/01/2023 7:10:48 AM,"617","64.1","67","996"
11/01/2023 7:12:48 AM,"606","64.1","67","996"
11/01/2023 7:14:48 AM,"628","64.1","67","996"
11/01/2023 7:16:48 AM,"631","64.2","67","996"
11/01/2023 7:18:48 AM,"625","64.2","67","996"
11/01/2023 7:20:48 AM,"634","64.3","67","996"
11/01/2023 7:22:48 AM,"632","64.3","67","996"
11/01/2023 7:24:48 AM,"642","64.4","67","996"
11/01/2023 7:26:48 AM,"633","64.4","67","996"
11/01/2023 7:28:48 AM,"636","64.4","67","996"
11/01/2023 7:30:48 AM,"640","64.5","67","996"
11/01/2023 7:32:48 AM,"640","64.5","67","996"
11/01/2023 7:34:48 AM,"640","64.5","67","996"
11/01/2023 7:36:48 AM,"655","64.6","67","996"
11/01/2023 7:38:48 AM,"643","64.5","67","996"
11/01/2023 7:40:48 AM,"646","64.6","67","997"
11/01/2023 7:42:48 AM,"649","64.6","67","997"
11/01/2023 7:44:48 AM,"663","64.6","67","997"
11/01/2023 7:46:48 AM,"657","64.6","67","996"
11/01/2023 7:48:48 AM,"656","64.5","67","996"
11/01/2023 7:50:47 AM,"654","64.4","67","997"
11/01/2023 7:52:47 AM,"652","64.4","67","996"
11/01/2023 7:54:47 AM,"647","64.3","67","996"
11/01/2023 7:56:47 AM,"655","64.2","67","996"
11/01/2023 7:58:47 AM,"644","64.0","66","997"
11/01/2023 8:00:47 AM,"662","64.0","66","997"
11/01/2023 8:02:47 AM,"657","63.9","66","996"
11/01/2023 8:04:47 AM,"657","63.7","66","996"
11/01/2023 8:06:47 AM,"648","63.5","66","995"
11/01/2023 8:08:47 AM,"653","63.4","66","996"
11/01/2023 8:10:47 AM,"645","63.3","66","997"
11/01/2023 8:12:47 AM,"639","63.1","66","995"
11/01/2023 8:14:47 AM,"644","63.0","66","995"
11/01/2023 8:16:47 AM,"640","62.9","66","995"
11/01/2023 8:18:47 AM,"630","62.7","66","995"
11/01/2023 8:20:47 AM,"640","62.6","66","995"
11/01/2023 8:22:47 AM,"632","62.4","66","995"
11/01/2023 8:24:47 AM,"630","62.3","66","994"
11/01/2023 8:26:47 AM,"641","62.1","66","991"
11/01/2023 8:28:47 AM,"643","62.0","66","986"
11/01/2023 8:30:47 AM,"636","61.9","66","986"
11/01/2023 8:32:47 AM,"644","61.8","66","986"
11/01/2023 8:34:47 AM,"646","61.6","66","986"
11/01/2023 8:36:47 AM,"652","61.5","66","984"
11/01/2023 8:38:47 AM,"649","61.4","66","982"
11/01/2023 8:40:47 AM,"648","61.3","66","985"
11/01/2023 8:42:47 AM,"647","61.2","66","988"
11/01/2023 8:44:47 AM,"638","61.1","66","987"
11/01/2023 8:46:47 AM,"649","61.0","66","987"
11/01/2023 8:48:47 AM,"642","60.8","66","988"
11/01/2023 8:50:47 AM,"650","60.8","66","988"
11/01/2023 8:52:47 AM,"654","60.7","66","987"
11/01/2023 8:54:47 AM,"653","60.6","66","988"
11/01/2023 8:56:47 AM,"655","60.5","66","987"
11/01/2023 8:58:47 AM,"648","60.4","66","987"
11/01/2023 9:00:47 AM,"627","60.4","66","986"
11/01/2023 9:02:47 AM,"637","60.3","65","986"
11/01/2023 9:04:47 AM,"635","60.1","65","985"
11/01/2023 9:06:47 AM,"624","59.9","65","985"
11/01/2023 9:08:47 AM,"613","59.8","65","985"
11/01/2023 9:10:47 AM,"601","59.5","65","984"
11/01/2023 9:12:47 AM,"616","59.4","65","984"
11/01/2023 9:14:47 AM,"607","59.2","65","984"
11/01/2023 9:16:47 AM,"600","59.0","65","984"
11/01/2023 9:18:47 AM,"629","58.8","65","984"
11/01/2023 9:20:47 AM,"621","58.8","65","984"
11/01/2023 9:22:47 AM,"624","58.9","65","985"
11/01/2023 9:24:47 AM,"634","58.9","66","984"
11/01/2023 9:26:47 AM,"631","58.9","66","985"
11/01/2023 9:28:47 AM,"618","59.0","66","985"
11/01/2023 9:30:47 AM,"631","59.1","66","984"
11/01/2023 9:32:47 AM,"614","59.1","66","985"
11/01/2023 9:34:47 AM,"623","59.2","66","985"
11/01/2023 9:36:47 AM,"626","59.3","66","985"
11/01/2023 9:38:47 AM,"629","59.4","66","985"
11/01/2023 9:40:47 AM,"624","59.5","67","984"
11/01/2023 9:42:47 AM,"644","59.6","67","984"
11/01/2023 9:44:47 AM,"642","59.7","67","985"
11/01/2023 9:46:47 AM,"633","59.8","67","985"
11/01/2023 9:48:47 AM,"646","60.0","67","985"
11/01/2023 9:50:47 AM,"651","60.2","67","985"
11/01/2023 9:52:47 AM,"645","60.3","67","985"
11/01/2023 9:54:47 AM,"638","60.4","67","985"
11/01/2023 9:56:47 AM,"646","60.5","67","985"
11/01/2023 9:58:47 AM,"638","60.7","68","985"
11/01/2023 10:00:47 AM,"639","60.9","68","985"
11/01/2023 10:02:47 AM,"652","61.0","68","984"
11/01/2023 10:04:47 AM,"651","61.2","68","984"
11/01/2023 10:06:47 AM,"640","61.3","68","985"
11/01/2023 10:08:47 AM,"655","61.4","68","985"
11/01/2023 10:10:47 AM,"649","61.6","68","985"
11/01/2023 10:12:47 AM,"647","61.8","68","985"
11/01/2023 10:14:47 AM,"635","61.9","68","985"
11/01/2023 10:16:47 AM,"648","62.1","68","985"
11/01/2023 10:18:47 AM,"641","62.2","68","985"
11/01/2023 10:20:47 AM,"647","62.3","68","985"
11/01/2023 10:22:47 AM,"636","62.6","68","985"
11/01/2023 10:24:47 AM,"648","62.7","68","985"
11/01/2023 10:26:47 AM,"648","62.8","69","985"
11/01/2023 10:28:47 AM,"649","63.0","69","985"
11/01/2023 10:30:47 AM,"658","63.1","69","985"
11/01/2023 10:32:47 AM,"650","63.4","69","985"
11/01/2023 10:34:47 AM,"657","63.6","69","985"
11/01/2023 10:36:47 AM,"671","64.0","69","985"
11/01/2023 10:38:47 AM,"683","64.2","69","985"
11/01/2023 10:40:47 AM,"692","64.6","69","985"
11/01/2023 10:42:47 AM,"707","65.0","69","985"
11/01/2023 10:44:47 AM,"729","65.4","69","985"
11/01/2023 10:46:47 AM,"741","65.8","69","985"
11/01/2023 10:48:47 AM,"755","66.1","69","985"
11/01/2023 10:50:47 AM,"962","67.3","67","985"
11/01/2023 10:52:47 AM,"959","67.9","68","985"
11/01/2023 10:54:47 AM,"973","68.3","68","985"
11/01/2023 10:56:47 AM,"965","68.6","68","985"
11/01/2023 10:58:47 AM,"964","68.9","68","985"
11/01/2023 11:00:47 AM,"966","69.2","69","985"
11/01/2023 11:02:47 AM,"964","69.3","69","985"
11/01/2023 11:04:47 AM,"961","69.6","69","985"
11/01/2023 11:06:47 AM,"947","69.8","69","986"
11/01/2023 11:08:47 AM,"960","70.1","69","985"
11/01/2023 11:10:47 AM,"932","70.2","69","985"
11/01/2023 11:12:47 AM,"961","70.3","69","985"
11/01/2023 11:14:47 AM,"908","70.5","69","985"
11/01/2023 11:16:47 AM,"917","70.6","69","985"
11/01/2023 11:18:47 AM,"904","70.8","69","984"
11/01/2023 11:20:47 AM,"882","70.8","69","984"
11/01/2023 11:22:47 AM,"910","70.9","69","984"
11/01/2023 11:24:47 AM,"897","70.9","69","984"
11/01/2023 11:26:47 AM,"880","71.0","69","984"
11/01/2023 11:28:47 AM,"867","71.0","68","984"
11/01/2023 11:30:47 AM,"868","70.9","68","984"
11/01/2023 11:32:47 AM,"876","71.0","68","984"
11/01/2023 11:34:47 AM,"857","71.0","68","984"
11/01/2023 11:36:47 AM,"853","71.0","68","984"
11/01/2023 11:38:47 AM,"874","70.9","68","984"
11/01/2023 11:40:47 AM,"842","70.8","68","984"
11/01/2023 11:42:47 AM,"841","70.8","68","984"
11/01/2023 11:44:47 AM,"851","70.7","68","984"
11/01/2023 11:46:47 AM,"861","70.6","68","984"
11/01/2023 11:48:47 AM,"846","70.6","68","984"
11/01/2023 11:50:47 AM,"841","70.5","68","984"
11/01/2023 11:52:47 AM,"830","70.5","67","984"
11/01/2023 11:54:47 AM,"840","70.4","67","984"
11/01/2023 11:56:47 AM,"828","70.3","67","984"
11/01/2023 11:58:47 AM,"831","70.3","67","984"
11/01/2023 12:00:47 PM,"820","70.2","67","984"
11/01/2023 12:02:47 PM,"818","70.1","67","984"
11/01/2023 12:04:47 PM,"846","70.0","67","983"
11/01/2023 12:06:47 PM,"825","69.9","67","983"
11/01/2023 12:08:47 PM,"842","69.8","67","983"
11/01/2023 12:10:47 PM,"831","69.7","67","983"
11/01/2023 12:12:47 PM,"819","69.7","67","983"
11/01/2023 12:14:47 PM,"822","69.6","67","983"
11/01/2023 12:16:47 PM,"816","69.5","67","983"
11/01/2023 12:18:47 PM,"816","69.4","67","983"
11/01/2023 12:20:47 PM,"837","69.3","67","983"
11/01/2023 12:22:47 PM,"826","69.3","67","983"
11/01/2023 12:24:47 PM,"827","69.3","67","983"
11/01/2023 12:26:47 PM,"820","69.1","67","983"
11/01/2023 12:28:47 PM,"834","69.1","67","983"
11/01/2023 12:30:47 PM,"817","69.0","67","983"
11/01/2023 12:32:47 PM,"819","68.9","67","983"
11/01/2023 12:34:47 PM,"812","68.8","66","983"
11/01/2023 12:36:47 PM,"825","68.8","66","983"
11/01/2023 12:38:47 PM,"819","68.7","66","983"
11/01/2023 12:40:47 PM,"816","68.6","66","983"
11/01/2023 12:42:47 PM,"827","68.5","66","983"
11/01/2023 12:44:47 PM,"824","68.5","66","983"
11/01/2023 12:46:47 PM,"833","68.4","66","983"
11/01/2023 12:48:47 PM,"842","68.4","66","983"
11/01/2023 12:50:47 PM,"834","68.3","66","983"
11/01/2023 12:52:47 PM,"798","68.2","66","982"
11/01/2023 12:54:47 PM,"813","68.2","66","982"
11/01/2023 12:56:47 PM,"775","68.0","66","982"
11/01/2023 12:58:47 PM,"776","67.9","66","982"
11/01/2023 1:00:47 PM,"794","68.1","67","982"
11/01/2023 1:02:47 PM,"831","68.3","67","982"
11/01/2023 1:04:47 PM,"842","68.5","67","982"
11/01/2023 1:06:47 PM,"881","68.9","67","982"
11/01/2023 1:08:47 PM,"922","69.2","67","982"
11/01/2023 1:10:47 PM,"1760","70.1","58","981"
11/01/2023 1:12:47 PM,"1853","71.7","58","981"
11/01/2023 1:14:47 PM,"1979","72.7","57","981"
11/01/2023 1:16:47 PM,"2032","73.5","55","981"
11/01/2023 1:18:47 PM,"2021","74.1","54","981"
11/01/2023 1:20:47 PM,"2053","74.7","54","981"
11/01/2023 1:22:47 PM,"2069","75.1","53","981"
11/01/2023 1:24:47 PM,"2085","75.5","52","981"
11/01/2023 1:26:47 PM,"2091","75.8","52","981"
11/01/2023 1:28:47 PM,"2092","76.2","51","981"
11/01/2023 1:30:47 PM,"2101","76.4","50","981"
11/01/2023 1:32:47 PM,"2146","76.6","50","981"
11/01/2023 1:34:47 PM,"2138","76.9","49","981"
